Date;AIG;ALL;BRK;MET;PRU;BAC;C;GS;JPM;LEH;MS;AXP;BK;COF;PNC;STT;USB;WFC;FMCC;FNMA
13.02.04;194.940,40;32.878,00;118.367,20;26.339,64;24.830,22;121.197,10;255.217,30;51.158,55;82.655,88;23.924,50;64.711,80;69.009,06;25.263,50;16.868,77;15.851,12;18.221,73;53.040,50;97.071,63;44.667,66;76.839,38
16.02.04;194.940,40;32.878,00;118.367,20;26.339,64;24.830,22;121.197,10;255.217,30;51.158,55;82.655,88;23.924,50;64.711,80;69.009,06;25.263,50;16.868,77;15.851,12;18.221,73;53.040,50;97.071,63;44.667,66;76.839,38
17.02.04;195.984,00;32.821,72;118.495,90;26.803,34;25.314,88;121.627,90;257.331,70;51.675,71;83.684,94;24.237,80;65.621,50;69.047,69;25.465,05;16.651,70;15.853,89;18.272,04;53.580,55;97.122,38;44.896,66;76.955,94
18.02.04;194.001,20;32.695,07;119.384,70;26.879,34;25.309,50;121.197,10;255.578,30;51.666,04;83.314,50;24.168,48;66.715,38;68.687,50;25.387,54;16.545,48;15.737,44;18.181,48;53.040,50;96.361,00;44.626,04;76.790,81
19.02.04;191.653,20;32.681,00;119.912,80;26.810,93;25.051,01;120.899,90;253.309,30;51.119,88;84.014,25;23.882,91;66.607,06;68.687,50;25.224,74;16.684,04;15.645,94;18.228,44;53.329,80;97.410,06;44.528,88;77.616,69
20.02.04;192.122,80;32.751,35;120.524,60;26.514,47;24.894,85;120.855,30;252.123,10;51.482,38;83.499,69;23.616,74;66.271,31;68.378,81;24.868,14;16.423,09;15.668,12;18.201,60;54.062,73;96.259,50;44.480,30;77.402,94
23.02.04;193.140,30;32.540,29;121.587,10;26.499,27;24.706,37;121.835,90;254.340,60;51.554,88;82.964,63;23.566,84;66.119,69;68.250,19;24.883,65;16.162,15;15.928,75;17.919,88;53.715,52;96.208,69;44.362,34;76.664,50
24.02.04;192.540,20;32.322,18;122.437,30;26.430,85;24.668,68;121.018,80;254.959,40;50.419,09;82.738,25;23.478,11;64.549,31;68.404,50;24.937,92;15.855,03;15.784,57;17.936,65;53.715,52;95.971,81;43.106,34;74.089,56
25.02.04;194.105,60;32.026,67;122.617,60;26.415,66;24.765,61;121.405,10;257.022,30;51.144,05;83.046,94;23.932,82;65.448,26;68.919,00;25.426,29;16.342,27;15.842,80;18.137,88;54.274,91;96.834,75;43.501,89;73.380,19
26.02.04;194.157,80;32.181,46;121.973,60;26.461,27;24.727,92;121.835,90;257.847,40;51.371,21;83.479,13;23.979,95;65.545,69;68.674,63;25.658,84;16.395,39;15.986,97;17.966,83;54.776,34;96.868,63;43.259,00;73.020,69
27.02.04;193.062,00;32.158,55;121.715,90;26.719,71;25.373,29;118.701,30;259.188,10;51.168,21;84.425,88;24.040,95;64.722,61;68.713,25;25.581,33;16.895,92;16.581,36;18.020,50;55.027,09;97.448,06;42.967,57;72.777,75
01.03.04;193.296,80;31.799,13;121.071,90;26.657,37;25.504,55;119.005,60;260.219,50;51.883,50;85.475,56;24.187,89;65.794,81;69.009,06;25.651,10;17.015,38;16.541,76;17.913,17;55.374,27;97.923,88;43.370,04;75.213,13
02.03.04;192.853,30;31.411,50;119.655,10;26.460,86;25.685,05;119.541,70;256.661,30;51.424,38;85.763,75;24.038,18;65.870,63;68.700,38;25.581,33;16.962,82;16.363,55;17.738,77;55.219,93;97.397,13;42.814,92;74.366,06
03.03.04;194.888,30;31.348,07;117.320,40;26.755,63;26.040,56;119.715,60;256.919,10;51.477,54;86.648,75;24.190,67;66.325,50;68.803,25;25.736,37;17.034,49;16.405,99;17.722,00;55.470,69;98.127,75;42.759,40;74.122,63
04.03.04;195.618,80;31.362,18;117.575,90;26.959,70;26.314,04;118.991,10;254.650,00;52.448,99;87.677,81;24.315,43;67.029,44;68.636,00;25.651,10;17.536,21;16.462,56;17.762,24;55.798,58;98.756,44;42.835,73;74.161,56
05.03.04;193.792,50;31.326,93;118.853,90;26.763,18;25.936,65;119.889,40;257.847,40;52.705,16;88.521,63;24.814,50;67.386,88;67.877,19;25.906,91;17.627,00;16.603,99;18.208,31;56.627,93;99.215,25;44.091,72;76.654,06
08.03.04;192.044,50;31.714,56;120.131,90;26.551,56;25.657,70;119.454,80;257.537,90;51.883,50;88.377,56;24.537,24;66.054,75;68.554,81;25.658,84;17.777,51;16.567,22;17.893,05;55.162,10;99.572,06;44.119,45;76.215,94
09.03.04;190.453,10;31.813,22;121.141,60;26.498,66;25.389,70;118.483,90;257.022,30;51.115,05;87.410,19;24.204,53;65.578,19;68.606,44;25.465,05;17.395,25;16.538,93;17.574,43;54.795,63;99.300,19;43.557,39;75.018,38
10.03.04;187.609,30;31.608,84;119.492,90;25.901,56;25.006,82;115.904,80;253.773,30;50.046,93;86.504,69;23.655,56;64.376,05;67.329,19;24.852,65;17.641,33;16.267,39;17.135,07;54.024,15;99.300,19;43.023,07;74.015,50
11.03.04;184.843,80;31.045,02;117.448,10;25.296,91;24.481,74;115.267,10;250.730,80;49.776,27;85.022,75;23.308,99;64.278,57;66.477,75;24.317,77;17.168,28;15.976,04;16.719,18;53.291,21;98.059,75;42.051,60;73.402,13
12.03.04;186.826,60;31.467,88;117.767,60;25.924,23;25.001,35;116.382,90;254.289,10;50.713,89;85.455,00;23.794,19;65.697,31;67.238,94;24.868,14;17.560,10;16.159,89;17.078,05;54.429,16;98.416,63;42.308,35;73.703,94
15.03.04;182.782,80;30.967,49;117.575,90;25.705,05;24.328,60;115.035,40;253.309,30;49.694,11;84.240,69;23.469,80;64.116,12;65.729,50;24.356,53;17.385,69;15.942,09;16.729,24;53.329,80;98.178,69;41.829,55;73.217,19
16.03.04;185.704,80;31.263,49;116.949,80;25.818,42;24.410,64;116.078,60;257.795,80;49.810,10;85.063,94;23.577,93;64.137,75;65.342,50;25.108,46;17.376,14;16.038,27;17.443,63;53.811,98;98.671,50;41.912,82;73.703,94
17.03.04;190.479,20;31.404,46;117.320,40;26.415,52;25.105,27;116.571,30;262.076,00;50.269,27;87.019,19;23.830,23;65.480,74;65.794,00;25.534,81;17.521,87;16.273,04;17.929,94;54.583,46;99.181,25;41.947,52;73.557,88
18.03.04;191.522,70;31.566,55;117.320,40;26.944,58;25.706,93;116.035,10;264.448,30;50.119,43;86.484,06;23.885,68;64.885,06;66.516,50;25.310,01;17.638,94;16.123,13;17.903,11;54.236,32;99.079,31;41.531,16;73.168,44
19.03.04;188.105,00;31.545,41;117.959,40;26.498,66;25.023,23;115.701,90;259.600,80;49.616,77;85.063,94;23.619,51;64.560,17;65.897,25;25.348,77;17.297,29;15.820,46;17.534,18;53.349,09;97.821,94;41.052,35;73.071,06
22.03.04;184.426,40;31.263,49;117.575,90;26.287,03;24.722,41;114.079,00;255.836,10;48.959,48;83.973,06;23.114,91;63.076,39;64.774,88;24.806,14;17.130,05;15.647,92;17.346,36;52.558,31;96.513,50;41.621,38;73.606,63
23.03.04;182.626,30;31.326,93;116.563,80;26.294,59;24.509,09;113.789,20;256.815,90;49.002,98;84.343,56;22.951,33;62.231,63;64.774,88;24.472,80;17.142,00;15.684,69;17.292,70;53.194,75;96.207,69;41.822,61;74.093,44
24.03.04;180.852,10;30.847,68;116.540,80;26.090,52;24.142,63;113.470,40;256.764,40;47.963,87;83.849,63;22.499,40;60.542,07;64.542,68;24.248,00;17.079,88;15.551,75;17.275,93;52.481,14;96.122,75;41.080,12;72.311,63
25.03.04;183.695,90;31.672,26;116.553,60;26.521,33;24.071,53;115.542,50;259.188,10;49.225,32;85.413,81;22.851,52;61.246,05;64.439,46;24.689,86;17.249,51;15.775,20;17.477,16;53.194,75;97.091,25;40.642,94;72.564,81
26.03.04;183.121,90;31.545,41;117.192,60;26.664,93;24.076,99;116.064,10;258.156,80;50.143,60;84.899,25;23.112,13;61.440,98;64.542,68;24.480,55;17.595,93;15.647,92;17.567,71;53.233,34;96.768,44;40.400,07;71.571,69
29.03.04;186.696,20;31.968,26;117.946,60;27.057,95;24.361,41;117.426,10;264.654,50;50.370,76;86.566,38;23.286,80;61.473,50;65.613,38;24.643,34;17.844,40;15.778,04;17.795,79;53.445,51;97.142,25;41.059,30;73.090,56
30.03.04;187.113,60;31.968,26;118.853,90;27.110,86;24.454,39;118.483,90;267.851,80;50.390,10;86.401,75;23.065,00;61.906,70;66.968,00;24.689,86;18.104,82;15.780,86;17.574,43;53.696,27;96.564,50;41.378,50;73.246,38
31.03.04;186.096,80;32.038,74;119.237,40;26.967,25;24.492,68;117.339,30;267.365,60;50.433,59;86.340,00;22.946,86;62.984,76;66.890,63;24.418,55;18.084,93;15.676,20;17.483,87;53.329,80;96.292,63;40.982,96;72.389,56
01.04.04;191.235,00;32.553,22;119.621,00;27.125,98;24.820,86;166.002,10;270.416,70;51.231,05;86.978,06;23.304,06;62.896,82;67.342,13;24.682,11;18.221,60;15.752,57;17.534,18;53.252,63;97.278,19;41.524,22;73.353,50
02.04.04;193.791,00;32.496,84;120.387,60;27.413,18;25.028,70;164.046,10;267.882,60;51.129,02;85.475,56;22.891,48;62.380,20;67.638,81;24.992,18;17.979,44;15.529,11;17.628,09;52.095,38;96.190,69;41.572,79;73.226,88
05.04.04;198.198,90;32.771,71;122.036,10;27.707,95;25.225,61;165.553,90;270.106,40;51.008,35;85.928,38;22.672,72;62.215,29;67.845,25;25.294,50;18.269,55;15.540,43;17.983,61;52.268,97;96.224,69;41.746,27;73.071,06
06.04.04;197.755,60;32.532,08;120.770,90;27.662,60;25.345,94;167.082,10;270.158,10;50.950,43;85.413,81;22.642,26;62.600,03;67.600,13;25.263,50;18.418,20;15.611,14;17.919,88;51.902,50;97.159,19;41.565,86;72.126,69
07.04.04;198.877,10;32.313,60;120.516,60;27.156,21;25.159,97;165.961,40;267.417,20;50.791,22;85.146,25;22.517,66;62.105,39;67.574,31;25.116,21;18.188,03;15.585,68;17.782,37;51.709,66;96.428,56;41.295,23;72.029,31
08.04.04;198.929,30;33.723,14;120.566,40;27.171,32;25.099,81;165.146,40;266.486,40;51.008,35;84.693,44;22.368,13;61.775,63;67.264,75;25.131,72;18.080,14;15.526,29;17.862,86;51.343,20;96.649,50;41.288,30;71.766,44
09.04.04;198.929,30;33.723,14;120.566,40;27.171,32;25.099,81;165.146,40;266.486,40;51.008,35;84.693,44;22.368,13;61.775,63;67.264,75;25.131,72;18.080,14;15.526,29;17.862,86;51.343,20;96.649,50;41.288,30;71.766,44
12.04.04;200.233,30;33.462,38;122.240,70;27.420,75;25.280,30;167.020,90;269.227,30;51.066,26;85.537,31;22.379,21;61.940,49;67.419,50;25.589,08;18.586,03;15.478,20;18.228,44;51.227,48;96.904,38;41.073,17;71.172,50
13.04.04;196.529,70;33.088,85;119.620,80;26.831,21;24.629,43;164.025,70;264.779,80;49.763,32;82.408,94;21.382,36;59.819,05;66.310,06;24.868,14;18.005,81;15.085,02;17.487,23;50.995,98;94.559,44;40.649,88;70.471,50
14.04.04;195.747,20;33.152,28;120.387,60;26.732,96;24.388,76;163.190,30;263.486,90;48.938,11;80.824,06;21.166,38;58.642,88;64.245,96;24.263,50;17.538,29;14.683,36;16.739,30;49.761,61;93.862,81;40.982,96;70.880,44
15.04.04;194.782,20;32.891,52;118.856,50;26.521,33;24.164,51;163.577,40;258.160,30;49.092,52;79.795,00;21.457,13;58.807,75;64.181,45;23.798,39;17.197,83;14.550,41;16.551,48;50.089,49;93.353,06;40.733,15;70.734,38
16.04.04;196.086,30;33.265,05;118.151,10;26.604,47;24.202,80;164.596,20;259.091,10;49.879,12;80.803,50;21.933,39;59.939,96;65.252,19;24.131,71;17.674,95;14.691,84;16.689,00;50.725,97;95.273,13;41.100,93;72.253,25
19.04.04;195.564,60;33.152,28;118.361,90;26.423,07;24.087,94;165.370,50;258.470,60;49.454,45;81.009,38;21.518,04;59.654,14;64.774,88;23.844,90;17.686,94;14.442,93;16.450,87;50.128,07;95.001,25;40.920,50;71.883,25
20.04.04;190.400,40;32.588,46;118.214,90;25.901,56;23.497,22;163.169,90;254.488,50;48.214,22;79.321,63;21.019,62;58.302,13;63.871,84;23.550,32;17.257,77;14.423,12;16.222,80;49.819,44;94.066,69;40.108,62;70.091,81
21.04.04;190.922,00;32.419,32;117.575,90;25.833,54;23.530,04;164.188,70;254.126,60;48.257,68;77.551,63;21.044,54;58.016,32;64.349,14;22.984,44;17.125,90;14.428,78;16.095,36;49.915,90;95.511,00;39.928,21;68.835,81
22.04.04;192.226,10;32.905,61;118.087,20;26.287,03;24.476,28;165.839,10;256.815,60;49.126,32;78.992,38;21.545,73;58.785,79;65.510,23;23.488,30;16.938,89;14.861,56;16.467,64;50.610,26;96.428,56;40.726,21;69.303,13
23.04.04;192.904,30;32.771,71;119.237,40;26.113,19;24.405,17;165.961,40;254.333,40;48.455,52;78.827,69;21.393,44;58.291,12;64.852,29;23.488,30;16.507,33;14.847,42;16.833,21;50.417,38;95.833,81;40.212,71;68.056,88
26.04.04;190.478,60;32.708,27;119.237,40;25.962,03;24.361,41;165.431,60;253.350,80;48.812,64;79.342,25;21.396,20;58.983,63;64.865,20;23.457,30;16.226,81;14.821,96;16.652,11;50.147,37;95.816,88;39.865,75;67.784,25
27.04.04;189.513,60;32.997,23;118.853,90;26.347,48;24.339,54;166.654,20;253.195,60;48.696,81;79.486,31;21.484,82;58.884,71;64.697,46;23.573,58;16.406,63;14.920,96;16.762,79;50.494,54;97.006,25;40.622,13;68.027,69
28.04.04;186.514,10;32.574,36;119.492,90;25.833,54;24.093,40;164.840,70;250.454,80;47.485,54;78.066,19;21.003,01;57.598,61;63.265,50;22.875,91;15.919,92;14.751,25;16.440,81;49.684,48;95.663,94;40.087,80;66.187,50
29.04.04;187.270,50;32.398,17;119.492,90;25.901,56;23.934,79;164.331,30;249.110,20;47.418,00;77.489,88;20.739,95;57.554,66;63.265,50;22.767,38;15.840,80;14.836,11;16.397,21;49.356,59;95.867,81;40.663,76;67.180,63
30.04.04;186.879,30;32.250,52;119.072,20;26.075,41;23.112,43;164.102,70;248.696,50;46.689,28;78.299,38;20.324,60;56.488,43;62.551,73;22.657,57;15.711,33;14.975,95;16.392,84;48.596,50;95.279,13;40.524,98;66.596,69
03.05.04;187.426,90;32.531,57;118.447,40;26.363,69;22.902,03;165.101,70;251.127,10;46.771,32;78.840,75;20.338,44;56.576,32;63.114,04;22.618,69;15.732,91;15.241,05;16.329,01;48.994,51;96.139,75;41.100,93;67.691,75
04.05.04;186.931,40;32.468,34;117.937,40;26.144,50;23.412,25;166.202,70;252.575,10;46.988,49;79.777,88;20.443,66;57.686,55;63.011,80;22.929,70;16.018,22;15.246,70;16.510,41;49.638,89;96.274,75;41.003,79;67.875,88
05.05.04;186.488,00;32.348,89;118.447,40;25.751,46;23.001,97;166.304,60;251.489,10;46.399,73;79.236,44;20.407,67;57.708,54;63.280,13;23.349,58;16.056,58;15.359,51;16.853,05;50.207,50;95.549,13;40.871,94;67.982,50
06.05.04;185.705,60;32.046,75;116.663,70;25.895,07;22.618,00;163.307,60;245.697,00;45.917,18;78.299,38;20.116,92;57.510,66;62.845,66;23.435,11;15.939,10;15.263,62;16.668,29;49.809,53;94.756,00;40.504,16;66.751,75
07.05.04;183.514,60;31.463,58;116.534,90;25.275,28;21.965,75;160.147,40;241.611,50;44.898,92;75.967,00;19.723,72;57.093,00;61.963,92;22.875,28;15.334,91;14.916,72;15.989,73;48.236,38;92.967,19;39.518,79;65.763,25
10.05.04;181.923,60;31.056,06;110.924,90;25.101,43;21.592,29;158.863,00;234.836,90;44.445,32;73.738,81;19.928,63;57.268,84;61.657,25;22.509,83;14.778,68;14.877,23;15.714,28;47.629,84;92.460,88;39.504,91;66.228,44
11.05.04;184.062,40;31.056,06;112.205,10;25.381,09;21.944,71;159.902,80;236.284,90;44.932,71;73.280,63;20.230,45;57.642,60;61.516,68;22.470,95;15.200,65;14.953,38;15.626,94;48.122,67;92.984,06;40.087,80;67.362,31
12.05.04;185.836,00;30.782,04;110.420,10;25.721,23;22.407,59;163.796,90;239.491,30;44.841,04;74.488,50;20.499,04;58.016,32;61.606,13;22.346,54;15.485,96;15.021,07;15.721,00;48.994,51;94.334,06;40.171,08;67.914,69
13.05.04;185.210,00;30.971,74;109.012,40;25.811,93;22.618,00;163.470,70;237.681,20;45.096,79;74.446,88;20.620,88;57.873,41;61.938,36;22.634,23;15.720,92;15.133,88;15.731,07;49.828,45;94.671,63;40.212,71;68.224,81
14.05.04;184.662,30;30.704,75;110.287,40;25.804,38;22.618,00;163.511,50;236.078,10;45.367,05;74.259,44;20.823,02;57.246,88;62.436,72;22.743,10;15.785,66;15.116,96;15.670,61;50.055,90;96.173,50;40.538,86;67.779,00
17.05.04;180.984,70;30.465,85;110.287,40;25.396,21;22.186,67;162.838,70;231.992,60;44.725,21;73.530,56;20.429,82;55.631,01;62.321,74;22.307,66;15.502,74;15.054,91;15.452,27;49.240,92;96.038,50;39.650,64;66.461,00
18.05.04;181.089,00;30.395,59;112.333,80;25.554,95;22.407,59;164.836,60;233.492,30;45.029,25;74.072,00;20.615,34;56.411,46;62.602,85;22.820,84;15.754,49;15.221,31;15.771,39;50.207,50;97.624,81;40.205,77;66.073,38
19.05.04;181.402,00;30.367,48;113.347,40;25.502,03;22.365,51;164.428,90;232.716,60;44.725,21;74.426,00;20.548,89;57.158,94;62.411,20;22.805,29;15.824,02;15.370,79;15.875,52;50.321,24;97.371,69;39.733,91;65.559,75
20.05.04;182.601,80;30.760,96;114.494,90;25.441,56;22.439,15;165.794,90;234.164,60;44.590,08;74.780,00;20.532,27;57.444,72;63.037,32;22.595,36;16.035,00;15.413,10;15.838,57;50.378,09;97.878,00;39.775,54;65.714,81
21.05.04;182.966,90;30.683,67;113.474,90;25.690,99;22.291,87;166.100,70;234.474,90;44.271,57;75.134,06;20.407,67;57.741,52;63.420,70;22.805,29;16.104,54;15.497,71;16.060,28;51.060,41;97.962,31;39.831,05;65.123,70
24.05.04;182.054,00;30.704,75;112.199,90;25.963,09;22.249,79;166.263,80;234.681,80;44.266,74;75.134,06;20.645,80;58.565,92;63.804,05;22.844,17;16.147,69;15.638,72;16.013,25;51.629,01;98.434,81;39.609,00;64.697,26
25.05.04;187.792,10;31.034,98;110.924,90;26.318,34;22.518,05;168.078,40;240.473,80;44.932,71;76.716,69;21.016,85;59.225,45;64.481,32;23.341,80;16.603,23;15.607,70;16.335,73;52.500,89;99.143,63;40.226,59;65.133,36
26.05.04;188.079,10;30.908,50;111.944,90;26.832,32;22.907,29;169.097,80;240.680,70;45.067,84;76.695,88;20.798,10;59.577,22;64.212,99;23.365,13;16.548,09;15.647,18;16.359,25;53.221,09;99.768,00;40.441,71;66.509,44
27.05.04;189.878,70;30.985,79;112.773,70;26.786,96;23.312,31;168.424,90;240.577,20;45.019,59;76.945,75;21.008,54;59.412,31;65.196,93;23.326,25;16.780,65;15.618,98;16.265,19;53.600,17;99.649,88;40.802,54;65.753,56
28.05.04;191.182,80;30.901,48;113.474,90;26.870,10;23.301,79;169.485,10;240.111,80;45.318,76;76.716,69;20.947,63;58.818,76;64.788,03;23.380,68;16.797,43;15.571,04;16.265,19;53.259,02;99.228,00;40.518,04;65.608,25
31.05.04;191.182,80;30.901,48;113.474,90;26.870,10;23.301,79;169.485,10;240.111,80;45.318,76;76.716,69;20.947,63;58.818,76;64.788,03;23.380,68;16.797,43;15.571,04;16.265,19;53.259,02;99.228,00;40.518,04;65.608,25
01.06.04;190.400,40;30.894,45;114.622,40;26.998,59;23.191,34;169.301,60;241.870,10;44.879,63;76.737,50;20.609,80;58.620,89;64.660,23;23.334,02;16.634,40;15.506,17;16.261,82;53.334,83;98.941,13;40.289,05;64.736,05
02.06.04;192.643,40;31.070,11;114.431,20;27.074,18;23.322,84;169.485,10;243.214,70;44.286,07;77.674,56;20.463,05;58.565,92;65.069,18;23.536,18;16.703,93;15.497,71;16.265,19;54.074,04;98.755,50;40.559,68;65.172,15
03.06.04;191.574,10;30.536,11;113.283,70;26.892,77;23.349,14;169.281,30;239.749,80;43.697,31;76.966,63;20.321,83;57.158,94;64.851,93;23.108,53;16.377,86;15.466,68;16.093,87;53.353,80;98.367,31;40.566,61;65.172,15
04.06.04;193.269,40;30.753,93;113.729,90;27.006,16;23.491,15;170.443,30;240.732,30;44.165,41;77.633,00;21.050,08;58.291,12;65.145,81;23.334,02;16.749,48;15.430,02;16.194,64;53.770,77;98.873,63;40.948,27;65.666,38
07.06.04;195.095,10;31.337,11;114.622,40;27.512,57;23.696,29;172.543,30;245.800,50;45.159,50;79.423,88;21.601,11;60.060,88;65.746,44;23.637,27;17.229,00;15.531,55;16.527,20;53.808,70;99.582,38;42.065,48;67.497,94
08.06.04;193.321,60;31.561,95;114.686,20;27.323,61;24.001,37;171.564,70;246.162,40;45.362,21;79.257,31;21.886,32;59.972,93;66.027,50;23.590,62;17.128,30;15.548,47;16.426,43;53.808,70;99.228,00;41.864,24;66.945,56
09.06.04;191.391,40;31.463,58;114.494,90;27.028,83;23.738,37;170.341,40;243.318,10;44.879,63;78.465,94;21.410,05;59.247,45;65.465,30;23.201,84;16.977,25;15.399,00;16.288,70;52.974,71;97.878,00;41.683,82;66.964,94
10.06.04;191.078,50;31.730,57;114.239,90;27.248,02;23.780,45;171.687,00;244.869,60;44.884,46;78.715,81;21.457,13;58.510,95;65.426,96;23.100,76;16.821,41;15.413,10;16.312,21;53.334,83;98.907,38;42.114,05;67.953,44
11.06.04;191.078,50;31.730,57;114.239,90;27.248,02;23.780,45;171.687,00;244.869,60;44.884,46;78.715,81;21.457,13;58.510,95;65.426,96;23.100,76;16.821,41;15.413,10;16.312,21;53.334,83;98.907,38;42.114,05;67.953,44
14.06.04;189.774,40;31.456,55;113.602,50;27.149,77;23.512,20;168.302,60;241.714,90;44.170,24;77.383,06;21.069,46;57.400,77;65.235,27;22.696,44;16.842,99;15.125,42;16.046,84;52.804,11;97.945,44;41.656,07;67.304,13
15.06.04;188.183,40;31.835,98;114.016,80;27.096,85;23.512,20;171.727,80;243.162,90;43.533,23;77.570,50;20.219,37;56.202,61;65.452,52;22.680,89;16.970,06;15.241,05;16.060,28;53.334,83;98.299,88;42.287,53;68.186,00
16.06.04;188.626,80;31.667,34;112.977,70;26.817,20;23.722,59;171.116,10;243.162,90;43.422,27;77.716,25;20.438,13;57.312,83;65.823,06;22.587,58;17.077,95;15.190,29;15.976,30;53.259,02;98.215,44;42.620,62;68.515,50
17.06.04;188.470,30;31.941,36;112.582,40;27.036,39;23.969,81;170.586,10;243.473,20;43.113,39;77.716,25;20.449,20;56.741,23;65.759,19;22.377,65;17.257,77;15.145,16;16.140,89;52.879,97;98.569,81;42.870,43;68.990,38
18.06.04;188.235,60;32.110,00;111.308,80;26.650,91;23.880,39;172.298,70;245.645,30;43.036,18;77.528,88;20.440,89;56.774,20;66.398,13;22.517,61;17.113,91;14.998,51;16.322,29;53.675,99;98.890,50;43.106,34;69.358,63
21.06.04;186.670,60;32.088,92;110.300,20;26.454,40;23.854,09;173.175,30;243.990,40;42.848,00;77.049,94;20.330,14;56.334,54;65.810,31;22.346,54;16.994,04;14.975,95;16.486,89;53.543,32;98.755,50;42.669,19;68.312,00
22.06.04;188.574,60;32.264,58;110.402,20;26.817,20;24.059,23;172.319,10;243.007,80;43.721,44;76.966,63;20.338,44;57.323,80;65.810,31;22.890,82;16.955,68;15.195,93;16.591,03;54.130,89;99.160,50;42.669,19;68.912,81
23.06.04;188.000,80;32.433,20;110.861,20;26.779,40;24.185,48;172.828,80;244.300,70;44.261,95;78.341,00;20.579,35;57.708,54;65.669,75;22.844,17;16.943,69;15.300,29;16.722,04;53.903,44;99.649,88;42.683,07;68.680,25
24.06.04;186.227,20;32.580,76;111.409,40;26.824,75;24.243,33;174.194,80;243.680,10;44.971,33;78.653,31;20.737,18;58.049,29;65.120,25;22.844,17;16.826,20;15.153,63;16.799,30;53.619,14;99.042,38;42.953,68;68.321,69
25.06.04;187.140,10;32.250,52;111.689,90;26.847,43;24.017,15;171.258,90;242.025,30;45.627,64;79.111,44;20.557,19;57.642,60;65.618,63;22.875,28;16.845,39;15.004,15;16.661,57;52.671,45;97.084,81;43.029,99;67.982,50
28.06.04;186.566,30;32.201,34;111.434,90;26.839,87;23.906,70;172.726,80;240.577,20;45.005,09;79.028,19;20.643,03;57.510,66;65.094,70;22.711,99;16.550,48;15.026,71;16.416,35;52.785,19;97.456,13;43.543,51;69.533,06
29.06.04;186.096,80;32.285,66;112.199,90;26.907,89;24.311,71;172.421,00;239.594,60;45.362,21;79.736,25;20.809,17;57.565,63;65.516,42;22.766,42;16.334,70;14.834,93;16.352,53;52.027,06;96.781,06;43.848,82;69.145,44
30.06.04;185.712,60;32.258,58;113.411,20;27.096,85;24.443,21;172.522,90;240.881,90;45.439,43;80.735,75;20.417,95;57.963,97;65.656,94;22.921,93;16.514,51;14.970,30;16.473,46;52.235,55;96.578,50;43.925,18;69.155,13
01.07.04;186.285,90;32.258,58;114.112,50;26.960,81;24.406,39;171.218,10;238.447,20;45.193,30;135.811,20;20.179,17;56.678,81;65.593,00;22.595,36;16.570,05;14.806,73;16.486,89;52.349,25;95.498,50;43.439,43;67.856,50
02.07.04;186.546,40;32.085,33;114.737,20;26.847,43;24.274,89;171.727,80;237.048,50;45.489,85;135.490,90;20.241,58;56.755,69;65.478,08;22.781,96;16.444,47;14.874,41;16.678,37;53.277,94;96.578,50;44.112,53;68.515,50
05.07.04;186.546,40;32.085,33;114.737,20;26.847,43;24.274,89;171.727,80;237.048,50;45.489,85;135.490,90;20.241,58;56.755,69;65.478,08;22.781,96;16.444,47;14.874,41;16.678,37;53.277,94;96.578,50;44.112,53;68.515,50
06.07.04;185.243,70;32.168,50;115.132,40;26.764,29;23.985,59;170.565,70;235.442,60;44.804,67;132.537,80;19.932,25;55.997,77;64.954,12;22.338,77;16.386,51;14.795,45;16.423,07;52.652,52;96.055,38;44.410,92;68.331,44
07.07.04;184.409,90;32.293,23;115.259,90;26.620,67;23.712,07;171.727,80;236.375,10;44.012,54;131.150,10;19.338,03;54.789,49;65.184,15;22.268,80;16.536,24;14.902,62;16.429,79;52.804,11;96.578,50;44.848,09;69.474,94
08.07.04;182.690,40;31.995,25;115.132,40;26.424,16;23.391,21;170.463,80;233.992,20;43.735,57;130.758,80;19.156,24;54.723,58;64.238,55;22.128,83;16.314,05;14.891,33;16.349,17;52.595,67;96.089,13;44.931,36;68.728,75
09.07.04;182.299,60;32.293,23;114.749,90;26.197,40;23.570,05;171.075,40;233.266,90;43.759,86;131.043,30;19.313,61;54.921,34;63.906,28;22.121,06;16.038,73;14.911,08;16.409,63;52.804,11;96.224,13;44.452,54;67.527,06
12.07.04;183.862,80;32.598,15;115.387,40;26.529,97;24.143,39;172.991,90;232.593,40;44.056,29;131.292,40;19.557,81;55.294,77;63.522,94;22.027,75;16.142,58;14.891,33;16.631,34;53.391,69;97.152,31;44.383,15;67.972,81
13.07.04;183.185,40;32.487,27;115.514,90;26.454,40;24.006,64;173.562,80;234.665,60;43.910,51;132.146,40;19.251,21;54.372,11;63.241,79;21.810,04;16.038,73;14.792,63;15.099,55;54.074,04;97.489,81;45.264,45;68.767,44
14.07.04;182.664,30;32.612,01;115.259,90;26.204,97;24.038,20;171.870,50;233.629,50;43.682,12;129.691,30;19.055,84;53.921,75;62.935,12;21.421,27;15.983,18;14.581,10;14.908,07;54.017,19;97.034,19;45.659,95;69.058,19
15.07.04;181.153,20;32.390,25;115.132,40;25.985,77;23.859,35;170.953,10;229.019,10;42.924,03;128.090,20;18.694,97;52.680,54;62.487,84;21.856,69;15.968,70;14.448,54;14.730,04;53.619,14;96.865,44;45.736,30;69.581,50
