Date;AIG;ALL;BRK;MET;PRU;BAC;C;GS;JPM;LEH;MS;AXP;BK;COF;PNC;STT;USB;WFC;FMCC;FNMA
22.01.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
23.01.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
26.01.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
27.01.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
28.01.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
29.01.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
30.01.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
02.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
03.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
04.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
05.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
06.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
09.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
10.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
11.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
12.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
13.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
16.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
17.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
18.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
19.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
20.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
23.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
24.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
25.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
26.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
27.02.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
01.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
02.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
03.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
04.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
05.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
08.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
09.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
10.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
11.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
12.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
15.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
16.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
17.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
18.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
19.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
22.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
23.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
24.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
25.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
26.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
29.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
30.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
31.03.04;606.907,00;126.732,00;102.963,00;305.693,00;299.980,00;688.462,00;1.166.398,00;421.054,00;724.760,00;273.111,00;630.833,00;159.689,00;83.975,00;40.230,00;66.886,00;81.790,00;172.641,00;353.331,00;745.339,00;945.343,00
01.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
02.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
05.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
06.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
07.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
08.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
09.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
12.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
13.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
14.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
15.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
16.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
19.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
20.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
21.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
22.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
23.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
26.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
27.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
28.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
29.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
30.04.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
03.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
04.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
05.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
06.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
07.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
10.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
11.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
12.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
13.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
14.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
17.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
18.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
19.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
20.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
21.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
24.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
25.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
26.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
27.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
28.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
31.05.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
01.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
02.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
03.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
04.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
07.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
08.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
09.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
10.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
11.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
14.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
15.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
16.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
17.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
18.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
21.06.04;647.186,00;127.904,00;131.232,00;314.940,00;312.317,00;767.246,00;1.216.769,00;444.775,00;752.981,00;283.070,00;702.509,00;162.360,00;83.895,00;42.302,00;66.050,00;86.951,00;171.561,00;361.910,00;741.111,00;939.668,00
