Date;AIG;ALL;BRK;MET;PRU;BAC;C;GS;JPM;LEH;MS;AXP;BK;COF;PNC;STT;USB;WFC;FMCC;FNMA
29.03.00;32.343,00;14.875,00;10.141,85;76.110,00;65.603,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30.03.00;32.343,00;14.875,00;10.141,85;76.110,00;65.603,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
31.03.00;32.343,00;14.875,00;10.141,85;76.110,00;65.603,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
04.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
17.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
18.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
19.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
21.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
