Date;RESI;VIX;TBR3M;CRESPR;LIQSPR;YIESPR
24.12.07;0,0362;18,6;3,26;2,49;-0,23;0,97
25.12.07;0;18,6;3,26;2,52;-0,24;0,94
26.12.07;-0,0178;18,66;3,24;2,49;-0,21;1,06
27.12.07;0,0065;20,26;3,09;2,52;-0,45;1,12
28.12.07;-0,0456;20,74;3,1;2,51;-0,57;1,01
31.12.07;0,0094;22,5;3,29;2,52;-0,33;0,75
01.01.08;0;22,5;3,24;2,44;-0,38;0,8
02.01.08;-0,0063;23,17;3,18;2,54;-0,44;0,73
03.01.08;-0,0357;22,49;3,16;2,57;-0,46;0,75
04.01.08;-0,0377;23,94;3,12;2,59;-0,55;0,76
07.01.08;0,0097;23,79;3,19;2,6;-0,53;0,67
08.01.08;-0,0376;25,43;3,17;2,63;-0,6;0,69
09.01.08;0,0169;24,12;3,14;2,67;-0,62;0,68
10.01.08;0,0167;23,45;3,16;2,73;-0,6;0,75
11.01.08;-0,0005;23,68;3,02;2,77;-0,74;0,8
14.01.08;-0,0021;22,9;3,11;2,76;-0,72;0,7
15.01.08;-0,0277;23,34;3,09;2,78;-0,64;0,63
16.01.08;0,0189;24,38;3,06;2,77;-0,7;0,68
17.01.08;-0,0165;28,46;3;2,81;-0,82;0,66
18.01.08;-0,012;27,18;2,79;2,87;-1,14;0,87
21.01.08;0;27,18;2,55;3,01;-1,38;0,97
22.01.08;0,0337;31,01;2,3;2,98;-1,63;1,22
23.01.08;0,0845;29,02;2,16;2,95;-1,71;1,35
24.01.08;-0,0213;27,78;2,32;2,95;-1,43;1,36
25.01.08;-0,0119;29,08;2,25;2,95;-1,5;1,36
28.01.08;0,0347;27,78;2,29;2,97;-1,47;1,32
29.01.08;-0,0079;27,32;2,23;2,94;-1,5;1,46
30.01.08;-0,0216;27,62;2,16;2,94;-1,57;1,62
31.01.08;0,0197;26,2;1,92;2,96;-1,81;1,75
01.02.08;0,0374;24,02;2,06;2,98;-1,67;1,56
04.02.08;-0,011;25,99;2,22;2,98;-1,5;1,46
05.02.08;-0,039;28,24;2,14;3,01;-1,22;1,47
06.02.08;-0,0159;28,97;2,05;3,05;-1,7;1,56
07.02.08;0,0232;27,66;2,12;3,06;-1,65;1,62
08.02.08;-0,0332;28,01;2,18;3,09;-1,59;1,46
11.02.08;-0,0184;27,6;2,25;3,09;-1,52;1,37
12.02.08;0,0282;26,33;2,25;3,11;-1,57;1,41
13.02.08;0,0076;24,88;2,22;3,11;-1,49;1,48
14.02.08;-0,0214;25,54;2,26;3,1;-1,45;1,59
15.02.08;0,0087;25,02;2,16;3,01;-1,61;1,73
18.02.08;0;25,02;2,2;3,14;-1,56;1,56
19.02.08;-0,0114;25,59;2,23;3,07;-1,53;1,66
20.02.08;0,0164;24,4;2,2;3,03;-1,56;1,73
21.02.08;-0,0226;25,12;2,15;3,1;-1,61;1,62
22.02.08;0,0233;24,06;2,15;3,12;-1,59;1,64
25.02.08;0,0307;23,03;2,15;3,08;-1,6;1,76
26.02.08;0,0003;21,9;2,09;3,1;-1,76;1,79
27.02.08;-0,0081;22,69;1,94;3,11;-1,96;1,91
28.02.08;-0,0174;23,53;1,86;3,17;-2,04;1,85
29.02.08;-0,0167;26,54;1,81;3,22;-2,09;1,72
03.03.08;0,0103;26,28;1,67;3,22;-2,35;1,87
04.03.08;-0,0066;25,52;1,63;3,19;-2,36;2
05.03.08;0,0028;24,6;1,5;3,26;-2,49;2,2
06.03.08;-0,0426;27,55;1,37;3,35;-2,64;2,25
07.03.08;0,0155;27,49;1,42;3,39;-2,58;2,14
10.03.08;-0,0173;29,38;1,33;3,43;-2,67;2,13
11.03.08;0,0636;26,36;1,45;3,39;-2,55;2,15
12.03.08;-0,0177;27,22;1,45;3,39;-2,54;2,04
13.03.08;0,0125;27,29;1,33;3,39;-2,62;2,23
14.03.08;-0,0171;31,16;1,16;3,42;-2,86;2,28
17.03.08;-0,0024;32,24;1,09;3,5;-2,89;2,25
18.03.08;0,0477;25,79;0,91;3,39;-3,07;2,57
19.03.08;-0,0083;29,84;0,6;3,44;-3,38;2,78
20.03.08;0,0394;26,62;0,62;3,42;-3,36;2,72
21.03.08;0;26,62;0,88;3,4;-3,15;2,59
24.03.08;0,0176;25,73;1,23;3,34;-2,74;2,33
25.03.08;0,0038;25,72;1,27;3,39;-2,69;2,24
26.03.08;-0,0216;26,08;1,27;3,41;-2,71;2,24
27.03.08;-0,0101;25,88;1,28;3,41;-2,72;2,28
28.03.08;-0,011;25,71;1,31;3,47;-2,69;2,16
31.03.08;0,0053;25,61;1,36;3,45;-2,64;2,09
01.04.08;0,0548;22,68;1,38;3,43;-2,65;2,19
02.04.08;-0,0003;23,43;1,39;3,4;-2,6;2,21
03.04.08;0,0213;23,21;1,38;3,38;-2,63;2,23
04.04.08;-0,0171;22,45;1,33;3,4;-2,68;2,17
07.04.08;0,0008;22,42;1,43;3,37;-2,6;2,14
08.04.08;-0,0154;22,36;1,39;3,37;-2,64;2,19
09.04.08;-0,0225;22,81;1,29;3,38;-2,74;2,2
10.04.08;0,0106;21,98;1,25;3,35;-2,76;2,3
11.04.08;-0,0143;23,46;1,17;3,38;-2,82;2,32
14.04.08;-0,0062;23,82;1,07;3,39;-2,96;2,46
15.04.08;0,0116;22,78;1,09;3,39;-2,94;2,51
16.04.08;0,0386;20,53;1,11;3,39;-2,89;2,61
17.04.08;0,0057;20,37;1,21;3,34;-2,79;2,54
18.04.08;-0,0018;20,13;1,32;3,26;-2,68;2,45
21.04.08;-0,0114;20,5;1,33;3,22;-2,69;2,42
22.04.08;-0,0043;20,87;1,26;3,21;-2,71;2,48
23.04.08;0,016;20,26;1,24;3,18;-2,74;2,53
24.04.08;0,022;20,06;1,24;3,13;-2,85;2,63
25.04.08;0,0023;19,59;1,31;3,14;-2,85;2,6
28.04.08;-0,0022;19,64;1,42;3,11;-2,74;2,44
29.04.08;-0,0127;20,24;1,44;3,11;-2,72;2,41
30.04.08;-0,0159;20,79;1,41;3,1;-2,83;2,36
01.05.08;0,025;18,88;1,42;3,04;-2,81;2,36
02.05.08;-0,0007;18,18;1,47;2,97;-2,79;2,42
05.05.08;-0,0018;18,9;1,51;3,01;-2,78;2,37
06.05.08;0,0067;18,21;1,6;3,01;-2,65;2,33
07.05.08;-0,0295;19,73;1,64;3,05;-2,61;2,23
08.05.08;-0,0015;19,4;1,63;3,08;-2,62;2,16
09.05.08;-0,008;19,41;1,66;3,07;-2,59;2,11
12.05.08;0,0246;17,79;1,74;3,06;-2,56;2,04
13.05.08;0,0033;17,98;1,8;3,04;-2,28;2,1
14.05.08;0,0081;17,66;1,79;3,06;-2,46;2,13
15.05.08;0,0118;16,3;1,8;3,08;-2,41;2,03
16.05.08;-0,0072;16,47;1,81;3,06;-2,4;2,04
19.05.08;0,0013;17,01;1,79;3,07;-2,42;2,04
20.05.08;-0,0147;17,58;1,83;3,08;-2,38;1,95
21.05.08;-0,0236;18,59;1,83;3,08;-2,43;1,98
22.05.08;-0,0061;18,05;1,83;3,06;-2,36;2,09
23.05.08;-0,0065;19,55;1,82;3,06;-2,36;2,03
26.05.08;0;19,55;1,83;2,95;-2,26;2,2
27.05.08;0,0154;19,64;1,86;3,08;-2,23;2,07
28.05.08;0,0006;19,07;1,86;3,03;-2,23;2,17
29.05.08;0,0117;18,14;1,87;3,04;-2,22;2,21
30.05.08;-0,0065;17,83;1,85;3;-2,49;2,21
02.06.08;-0,0177;19,83;1,82;3,05;-2,4;2,16
03.06.08;0,0072;20,24;1,82;3,03;-2,42;2,1
04.06.08;0,0065;20,8;1,81;3,04;-2,41;2,17
05.06.08;0,024;18,63;1,82;3,01;-2,4;2,24
06.06.08;-0,0453;23,56;1,81;3,04;-2,41;2,13
09.06.08;-0,0226;23,12;1,86;2,94;-2,39;2,16
10.06.08;0,0063;23,18;1,98;2,94;-2,26;2,13
11.06.08;-0,0203;24,12;1,92;2,97;-2,32;2,18
12.06.08;0,0096;23,33;1,96;2,9;-2,32;2,27
13.06.08;0,0199;21,22;1,95;2,9;-2,35;2,32
16.06.08;0,0131;20,95;2,04;2,92;-2,26;2,21
17.06.08;-0,033;21,13;1,96;2,94;-2,34;2,27
18.06.08;-0,015;22,24;1,89;2,95;-2,41;2,27
19.06.08;0,0249;21,58;1,87;2,92;-2,45;2,35
20.06.08;-0,0263;22,87;1,83;2,95;-2,41;2,33
23.06.08;-0,023;22,64;1,85;2,93;-2,38;2,34
24.06.08;0,0045;22,42;1,8;2,98;-2,44;2,3
25.06.08;0,0159;21,14;1,78;2,96;-2,46;2,34
26.06.08;-0,0372;23,93;1,7;3;-2,54;2,37
27.06.08;-0,0091;23,44;1,64;3,04;-2,62;2,35
30.06.08;0,0002;23,95;1,87;3,05;-2,41;2,12
01.07.08;0,0021;23,65;1,84;3,06;-2,52;2,17
02.07.08;-0,0191;25,92;1,79;3,05;-2,58;2,2
03.07.08;-0,0056;24,78;1,81;3,08;-2,61;2,18
04.07.08;0;24,78;1,83;3,08;-2,59;2,16
07.07.08;-0,0218;25,78;1,84;3,1;-2,58;2,11
08.07.08;0,0649;23,15;1,83;3,11;-2,65;2,08
09.07.08;-0,0729;25,23;1,79;3,14;-2,68;2,06
10.07.08;0,0223;25,59;1,64;3,17;-2,83;2,19
11.07.08;-0,0022;27,49;1,58;3,15;-2,9;2,38
14.07.08;-0,0378;28,48;1,5;3,16;-3,01;2,4
15.07.08;-0,0065;28,54;1,37;3,22;-3,14;2,5
16.07.08;0,0633;25,1;1,35;3,24;-3,16;2,62
17.07.08;0,0195;25,01;1,4;3,2;-3,11;2,67
18.07.08;0,0001;24,05;1,45;3,17;-3,02;2,66
21.07.08;0,0065;23,05;1,46;3,18;-3,02;2,63
22.07.08;0,0307;21,18;1,52;3,13;-3;2,62
23.07.08;0,0242;21,31;1,56;3,14;-2,95;2,6
24.07.08;-0,0712;23,44;1,62;3,19;-2,89;2,41
25.07.08;0,0226;22,91;1,71;3,17;-2,8;2,42
28.07.08;-0,0269;24,23;1,7;3,16;-2,74;2,36
29.07.08;0,0566;22,03;1,69;3,13;-2,76;2,4
30.07.08;-0,0049;21,21;1,67;3,17;-2,83;2,4
31.07.08;-0,0149;22,94;1,65;3,22;-2,83;2,34
01.08.08;0,0006;22,57;1,63;3,21;-2,85;2,34
04.08.08;-0,0156;23,49;1,72;3,22;-2,76;2,26
05.08.08;0,0486;21,14;1,72;3,2;-2,76;2,32
06.08.08;-0,0067;20,23;1,61;3,24;-2,87;2,45
07.08.08;-0,0277;21,15;1,63;3,25;-2,91;2,29
08.08.08;0,0417;20,66;1,67;3,23;-2,82;2,27
11.08.08;0,024;20,12;1,84;3,24;-2,63;2,15
12.08.08;-0,028;21,17;1,83;3,26;-2,65;2,08
13.08.08;-0,0139;21,55;1,82;3,25;-2,66;2,12
14.08.08;0,0173;20,34;1,85;3,26;-2,63;2,04
15.08.08;-0,0021;19,58;1,81;3,27;-2,71;2,03
18.08.08;-0,0211;20,98;1,79;3,26;-2,73;2,03
19.08.08;-0,0222;21,28;1,77;3,28;-2,75;2,06
20.08.08;0,0016;20,42;1,68;3,31;-2,82;2,11
21.08.08;-0,0141;19,82;1,69;3,28;-2,82;2,15
22.08.08;0,0344;18,81;1,67;3,27;-2,84;2,2
25.08.08;-0,0334;20,97;1,71;3,3;-2,8;2,08
26.08.08;0,0113;20,49;1,68;3,31;-2,83;2,11
27.08.08;0,0076;19,76;1,64;3,3;-2,87;2,13
28.08.08;0,0317;19,43;1,71;3,29;-2,8;2,08
29.08.08;-0,0102;20,65;1,69;3,29;-2,82;2,14
01.09.08;0;20,65;1,69;3,29;-2,82;2,14
02.09.08;0,0093;21,99;1,69;3,33;-2,82;2,05
03.09.08;0,0166;21,43;1,67;3,32;-2,84;2,04
04.09.08;-0,0305;24,03;1,66;3,37;-2,86;1,98
05.09.08;0,0024;23,06;1,65;3,37;-2,86;2,01
08.09.08;0,0446;22,64;1,69;3,37;-2,78;1,97
09.09.08;-0,042;25,47;1,63;3,35;-2,92;1,99
10.09.08;0,0046;24,52;1,62;3,37;-2,98;2,03
11.09.08;0,0082;24,39;1,58;3,41;-3,02;2,06
12.09.08;0,0123;25,66;1,46;3,43;-3,14;2,28
15.09.08;-0,0958;31,7;1,03;3,66;-3,52;2,44
16.09.08;0,0619;30,3;0,84;3,68;-3,7;2,64
17.09.08;-0,0576;36,22;0,03;3,84;-4,55;3,38
18.09.08;0,1052;33,1;0,23;3,79;-4,41;3,31
19.09.08;0,0228;32,07;0,97;3,77;-3,72;2,81
22.09.08;-0,0977;33,85;1,29;3,78;-3,4;2,54
23.09.08;0,0066;35,72;0,81;3,77;-3,88;3,04
24.09.08;-0,0152;35,19;0,5;3,78;-4,27;3,3
25.09.08;0,0196;32,82;0,75;3,86;-3,95;3,13
26.09.08;0,0317;34,74;0,86;3,88;-3,83;2,99
29.09.08;-0,0787;46,72;0,96;4,01;-3,8;2,65
30.09.08;0,0632;39,39;0,9;4;-4,1;2,95
01.10.08;-0,0235;39,81;0,84;4,1;-4,16;2,93
02.10.08;-0,0682;45,26;0,62;4,31;-4,38;3,04
03.10.08;-0,0513;45,14;0,5;4,35;-4,37;3,13
06.10.08;-0,0382;52,05;0,54;4,43;-4,22;2,94
07.10.08;-0,0822;53,68;0,81;4,55;-3,95;2,69
08.10.08;-0,0063;57,53;0,67;4,49;-4,09;3,05
09.10.08;-0,1105;63,92;0,58;4,48;-4,18;3,26
10.10.08;0,132;69,95;0,24;4,86;-4,52;3,65
13.10.08;0,0419;54,99;0,22;4,71;-4,54;3,86
14.10.08;-0,0718;55,13;0,34;4,78;-4,44;3,74
15.10.08;-0,1389;69,25;0,22;4,94;-4,52;3,82
16.10.08;0,0454;67,61;0,45;5,09;-4,33;3,54
17.10.08;-0,0009;70,33;0,8;5,45;-4,02;3,18
20.10.08;0,004;52,97;1,24;5,52;-3,56;2,67
21.10.08;-0,0377;53,11;1,09;5,6;-3,71;2,67
22.10.08;-0,0809;69,65;1,03;5,6;-3,77;2,62
23.10.08;-0,0114;67,8;0,96;5,48;-3,82;2,67
24.10.08;-0,0693;79,13;0,86;5,54;-3,86;2,9
27.10.08;-0,0604;80,06;0,84;5,6;-3,86;2,95
28.10.08;0,1607;66,96;0,76;5,59;-3,97;3,13
29.10.08;-0,0331;69,96;0,61;5,58;-4,13;3,32
30.10.08;0,0408;62,9;0,4;5,52;-4,34;3,6
31.10.08;0,0642;59,89;0,44;5,53;-4,3;3,57
03.11.08;-0,0397;53,68;0,49;5,53;-4,28;3,47
04.11.08;0,0601;47,73;0,48;5,56;-4,26;3,33
05.11.08;-0,1109;54,56;0,39;5,53;-4,34;3,34
06.11.08;-0,0503;63,68;0,31;5,5;-4,48;3,44
07.11.08;0,0627;56,1;0,3;5,45;-4,56;3,53
10.11.08;-0,0986;59,98;0,29;5,4;-4,57;3,53
11.11.08;-0,0182;61,44;0,21;5,47;-4,65;3,54
12.11.08;-0,0775;66,46;0,18;5,41;-4,66;3,57
13.11.08;0,108;59,83;0,21;5,54;-4,58;3,63
14.11.08;-0,1192;66,31;0,14;5,56;-4,67;3,58
17.11.08;-0,0386;69,15;0,12;5,58;-4,71;3,56
18.11.08;-0,0128;67,64;0,12;5,71;-4,71;3,41
19.11.08;-0,1453;74,26;0,07;5,73;-4,76;3,31
20.11.08;-0,0861;80,86;0,03;5,92;-4,8;3,07
21.11.08;0,065;72,67;0,02;5,88;-4,86;3,18
24.11.08;0,1747;64,7;0,13;5,86;-4,65;3,22
25.11.08;0,0162;60,9;0,1;6,01;-4,78;3,01
26.11.08;0,0482;54,92;0,05;6,06;-4,94;2,94
27.11.08;0;54,92;0,03;6,06;-4,98;2,96
28.11.08;-0,0211;55,28;0,01;6,1;-5;2,92
01.12.08;-0,2208;68,51;0,07;6,12;-4,94;2,65
02.12.08;0,1288;62,98;0,06;6,11;-4,95;2,62
03.12.08;0,054;60,72;0,02;6,13;-4,96;2,65
04.12.08;-0,0301;63,64;0,02;6,16;-4,94;2,53
05.12.08;0,105;59,93;0,02;6,07;-4,98;2,65
08.12.08;0,0977;58,49;0,03;6,02;-4,97;2,74
09.12.08;-0,0926;58,91;0,03;6,06;-4,97;2,64
10.12.08;0,0782;55,73;0;6,01;-5;2,69
11.12.08;-0,1673;55,78;0,01;6,07;-4,99;2,63
12.12.08;0,1057;54,28;0,02;6,08;-4,92;2,58
15.12.08;-0,0415;56,76;0,04;6,1;-4,86;2,49
16.12.08;0,1357;52,37;0,04;6,11;-4,97;2,33
17.12.08;0,015;49,84;0,05;6,02;-4,94;2,15
18.12.08;-0,0874;47,34;0;6,03;-4,99;2,08
19.12.08;0,0584;44,93;0,02;5,94;-4,97;2,11
22.12.08;-0,0334;44,56;0,01;5,93;-4,98;2,15
23.12.08;-0,0026;45,02;0,02;5,94;-5;2,16
24.12.08;0,009;44,21;0;5,9;-5,05;2,2
25.12.08;0;44,21;0;5,92;-5,02;2,18
26.12.08;0,0112;43,38;0,03;5,9;-4,94;2,13
29.12.08;-0,0579;43,9;0,06;5,92;-4,91;2,07
30.12.08;0,0471;41,63;0,1;5,86;-4,87;2,01
31.12.08;0,0492;40;0,11;5,82;-4,9;2,14
01.01.09;0;40;0,11;5,78;-4,88;2,23
02.01.09;-0,0323;39,19;0,08;5,72;-4,91;2,38
05.01.09;-0,0235;39,08;0,14;5,82;-4,88;2,35
06.01.09;0,0569;38,56;0,14;5,77;-4,86;2,37
07.01.09;-0,0416;43,39;0,11;5,71;-4,89;2,41
08.01.09;-0,0083;42,56;0,09;5,71;-4,91;2,38
09.01.09;-0,051;42,82;0,07;5,72;-4,94;2,36
12.01.09;-0,0675;45,84;0,12;5,71;-4,88;2,22
13.01.09;0,0312;43,27;0,11;5,72;-4,89;2,22
14.01.09;-0,0554;49,14;0,12;5,68;-4,9;2,12
15.01.09;0,0303;51;0,11;5,68;-4,83;2,12
16.01.09;0,0437;46,11;0,12;5,55;-4,82;2,24
19.01.09;0;46,11;0,12;5,55;-4,82;2,24
20.01.09;-0,1269;56,65;0,13;5,55;-4,82;2,27
21.01.09;0,1034;46,42;0,11;5,58;-4,81;2,45
22.01.09;-0,0528;47,29;0,1;5,62;-4,81;2,52
23.01.09;0,0291;47,27;0,11;5,63;-4,87;2,54
26.01.09;-0,0048;45,69;0,15;5,6;-4,83;2,55
27.01.09;0,0137;42,25;0,13;5,47;-4,85;2,46
28.01.09;0,0849;39,66;0,19;5,49;-4,79;2,52
29.01.09;-0,0896;42,63;0,23;5,41;-4,8;2,64
30.01.09;-0,0398;44,84;0,24;5,38;-4,78;2,63
02.02.09;0,0168;45,52;0,27;5,33;-4,79;2,49
03.02.09;-0,0112;43,06;0,32;5,32;-4,76;2,57
04.02.09;-0,02;43,85;0,3;5,29;-4,75;2,65
05.02.09;-0,0219;43,73;0,29;5,23;-4,76;2,66
06.02.09;0,0716;43,37;0,28;5,13;-4,77;2,77
09.02.09;0,0114;43,64;0,32;5,09;-4,93;2,75
10.02.09;-0,0984;46,67;0,31;5,08;-4,94;2,59
11.02.09;0,0186;44,53;0,3;5,1;-4,95;2,48
12.02.09;-0,0193;41,25;0,29;5,16;-4,95;2,46
13.02.09;-0,064;42,93;0,29;5,24;-4,93;2,6
16.02.09;0;42,93;0,29;5,06;-4,93;2,6
17.02.09;-0,0776;48,66;0,32;5,28;-4,9;2,32
18.02.09;0,0171;48,46;0,31;5,21;-4,93;2,43
19.02.09;-0,0487;47,08;0,3;5,27;-4,95;2,55
20.02.09;0,0645;49,3;0,27;5,25;-5;2,51
23.02.09;-0,0837;52,62;0,3;5,24;-4,96;2,48
24.02.09;0,089;45,49;0,32;5,23;-4,94;2,48
25.02.09;-0,0223;44,67;0,3;5,18;-4,96;2,65
26.02.09;-0,0529;44,66;0,27;5,23;-4,99;2,71
27.02.09;-0,0139;46,35;0,26;5,22;-5,02;2,76
02.03.09;-0,0812;52,65;0,28;5,29;-4,94;2,63
03.03.09;0,0126;50,93;0,27;5,34;-4,96;2,66
04.03.09;0,0261;47,56;0,26;5,31;-4,98;2,75
05.03.09;-0,0729;50,17;0,2;5,34;-5,03;2,63
06.03.09;-0,0117;49,33;0,2;5,35;-5,03;2,63
09.03.09;0,0254;49,68;0,23;5,4;-5;2,66
10.03.09;0,1417;44,37;0,24;5,45;-5;2,75
11.03.09;-0,0192;43,61;0,23;5,45;-5,01;2,72
12.03.09;0,0809;41,18;0,21;5,52;-5,03;2,68
13.03.09;-0,0271;42,36;0,19;5,56;-5,08;2,7
16.03.09;-0,0863;43,74;0,24;5,57;-5,02;2,73
17.03.09;0,0804;40,8;0,24;5,6;-5,02;2,78
18.03.09;0,0488;40,06;0,21;5,88;-5,05;2,3
19.03.09;-0,0636;43,68;0,2;5,84;-5,11;2,41
20.03.09;-0,0944;45,89;0,21;5,86;-5,06;2,44
23.03.09;0,1598;43,23;0,22;5,88;-5,03;2,46
24.03.09;-0,0903;42,93;0,21;5,8;-5,06;2,47
25.03.09;0,0159;42,25;0,19;5,79;-5,06;2,62
26.03.09;0,0316;40,36;0,15;5,76;-5,1;2,61
27.03.09;-0,0549;41,04;0,13;5,72;-5,12;2,65
30.03.09;-0,0675;45,54;0,18;5,75;-5,06;2,55
31.03.09;0,0777;44,14;0,21;5,74;-5,05;2,5
01.04.09;-0,0111;42,28;0,22;5,7;-5,03;2,46
02.04.09;0,075;42,04;0,22;5,69;-5,02;2,55
03.04.09;0,0901;39,7;0,21;5,68;-5,03;2,7
06.04.09;-0,0107;40,93;0,2;5,68;-5,04;2,75
07.04.09;-0,0944;40,39;0,2;5,67;-5,04;2,73
08.04.09;0,0235;38,85;0,18;5,64;-5,08;2,68
09.04.09;0,1306;36,53;0,18;5,61;-5,06;2,78
10.04.09;0;36,53;0,18;5,64;-4,99;2,7
13.04.09;0,0081;37,81;0,18;5,6;-5,02;2,7
14.04.09;-0,0918;37,67;0,17;5,6;-5,08;2,63
15.04.09;0,0877;36,17;0,15;5,53;-5,1;2,67
16.04.09;0,04;35,79;0,13;5,52;-5,12;2,73
17.04.09;0,0153;33,94;0,14;5,43;-5,1;2,84
20.04.09;-0,1221;39,18;0,14;5,35;-5,1;2,74
21.04.09;0,0959;37,14;0,15;5,3;-5,1;2,79
22.04.09;-0,0428;38,1;0,14;5,33;-5,11;2,84
23.04.09;0,0471;37,15;0,1;5,3;-5,15;2,86
24.04.09;0,0558;36,82;0,1;5,25;-5,15;2,93
27.04.09;-0,0733;38,32;0,13;5,3;-5,12;2,82
28.04.09;0,0148;37,95;0,13;5,24;-5,12;2,92
29.04.09;0,0452;36,08;0,11;5,17;-5,12;3,01
30.04.09;0,0025;36,5;0,14;5,08;-5,11;3,02
01.05.09;-0,0455;35,3;0,15;5,01;-5,16;3,06
04.05.09;0,0861;34,53;0,19;4,98;-5,06;3
05.05.09;-0,0383;33,36;0,19;4,93;-5,06;3,01
06.05.09;0,0396;32,45;0,19;4,91;-5,06;2,99
07.05.09;-0,0673;33,44;0,18;4,9;-5,07;3,11
08.05.09;0,0806;32,05;0,18;4,85;-5,08;3,11
11.05.09;-0,0478;32,87;0,19;4,88;-5,02;2,98
12.05.09;-0,0092;31,8;0,19;4,86;-5,04;2,98
13.05.09;-0,0737;33,65;0,17;4,86;-5,06;2,94
14.05.09;0,0383;31,37;0,16;4,87;-5,07;2,94
15.05.09;-0,0424;33,12;0,17;4,85;-5,06;2,97
18.05.09;0,0865;30,24;0,19;4,85;-5,05;3,03
19.05.09;-0,0237;28,8;0,18;4,79;-5,03;3,07
20.05.09;-0,0092;29,03;0,18;4,74;-5,08;3,01
21.05.09;0,0013;31,35;0,19;4,7;-5,07;3,16
22.05.09;-0,0228;32,63;0,18;4,66;-5,07;3,27
25.05.09;0;32,63;0,17;4,66;-5,08;3,28
26.05.09;0,0631;30,62;0,18;4,62;-5,07;3,32
27.05.09;-0,0418;32,36;0,17;4,48;-5,06;3,54
28.05.09;0,0249;31,67;0,15;4,38;-5,06;3,52
29.05.09;0,026;28,92;0,14;4,29;-5,09;3,33
01.06.09;0,0394;30,04;0,13;4,26;-5,11;3,58
02.06.09;-0,018;29,63;0,14;4,14;-5,13;3,51
03.06.09;0,0005;31,02;0,14;4,1;-5,13;3,42
04.06.09;0,0338;30,18;0,14;4,05;-5,13;3,58
05.06.09;-0,013;29,62;0,19;3,95;-5,11;3,65
08.06.09;-0,0023;29,77;0,19;3,81;-5,06;3,72
09.06.09;-0,0039;28,27;0,19;3,85;-5,11;3,67
10.06.09;-0,0225;28,46;0,18;3,77;-5,1;3,8
11.06.09;-0,0202;28,11;0,19;3,79;-5,15;3,69
12.06.09;0,0337;28,15;0,18;3,79;-5,16;3,63
15.06.09;-0,0553;30,81;0,17;3,76;-5,17;3,59
16.06.09;-0,0105;32,68;0,17;3,74;-5,16;3,5
17.06.09;-0,0212;31,54;0,17;3,67;-5,08;3,51
18.06.09;0,0086;30,03;0,18;3,61;-5,05;3,68
19.06.09;0,0111;27,99;0,18;3,54;-5,05;3,61
22.06.09;-0,0595;31,17;0,2;3,51;-5,02;3,52
23.06.09;0,009;30,58;0,2;3,53;-5,02;3,45
24.06.09;0,0202;29,05;0,19;3,52;-5,03;3,53
25.06.09;0,0141;26,36;0,18;3,64;-5,04;3,37
26.06.09;0,0125;25,93;0,19;3,65;-5,09;3,33
29.06.09;0,0015;25,35;0,2;3,69;-5,05;3,31
30.06.09;0,0071;26,35;0,19;3,64;-5,06;3,34
01.07.09;0,0116;26,22;0,17;3,65;-5,04;3,38
02.07.09;-0,0622;27,95;0,17;3,63;-5,04;3,34
03.07.09;0;27,95;0,17;3,63;-5,04;3,34
06.07.09;0,0346;29;0,19;3,66;-5,09;3,33
07.07.09;-0,045;30,85;0,19;3,66;-5,02;3,28
08.07.09;-0,012;31,3;0,18;3,66;-5,05;3,15
09.07.09;-0,0151;29,78;0,19;3,71;-5,03;3,25
10.07.09;-0,0024;29,02;0,18;3,71;-5,07;3,14
13.07.09;0,0443;26,31;0,18;3,7;-5,07;3,2
14.07.09;0,0103;25,02;0,18;3,68;-5,07;3,32
15.07.09;0,0368;25,89;0,18;3,63;-5,06;3,45
16.07.09;0,0079;25,42;0,19;3,6;-5,05;3,4
17.07.09;-0,0293;24,34;0,17;3,56;-5,09;3,5
20.07.09;0,0392;24,4;0,19;3,55;-5,04;3,42
21.07.09;-0,008;23,87;0,19;3,55;-5,04;3,31
22.07.09;0,0043;23,47;0,19;3,53;-5,04;3,39
23.07.09;0,0401;23,43;0,19;3,48;-5,04;3,53
24.07.09;0,0063;23,09;0,18;3,41;-5,09;3,52
27.07.09;0,0157;24,28;0,19;3,4;-5,12;3,56
28.07.09;-0,0018;25,01;0,19;3,32;-5,04;3,53
29.07.09;-0,0131;25,61;0,19;3,23;-5,03;3,5
30.07.09;0,0373;25,4;0,18;3,13;-5,07;3,49
31.07.09;0,0004;25,92;0,18;3,11;-5,07;3,34
03.08.09;0,0161;25,56;0,19;3,04;-5,06;3,47
04.08.09;0,0543;24,89;0,18;2,99;-5,06;3,52
05.08.09;0,0407;24,9;0,18;2,95;-5,04;3,62
06.08.09;-0,0066;25,67;0,17;2,9;-5,05;3,62
07.08.09;0,0543;24,76;0,18;2,85;-5,05;3,71
10.08.09;-0,024;24,99;0,19;2,85;-5,04;3,61
11.08.09;-0,0313;25,99;0,18;2,88;-5,05;3,53
12.08.09;0,0098;25,45;0,17;2,97;-5,06;3,55
13.08.09;0,0031;24,71;0,17;2,99;-5,1;3,42
14.08.09;-0,0081;24,27;0,18;3,02;-5,07;3,37
17.08.09;-0,0586;27,89;0,18;3,08;-5,11;3,3
18.08.09;0,0161;26,18;0,18;3,07;-5,07;3,33
19.08.09;-0,0097;26,26;0,17;3,1;-5,03;3,28
